 (0.000000000000000000e+00-6.645587944747393117e-01j)  (0.000000000000000000e+00+7.613348839803292245e-01j)  (0.000000000000000000e+00+2.458950880949867024e+00j)  (0.000000000000000000e+00-2.555726970455456826e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-1.535813792669867395e+00j)  (0.000000000000000000e+00+1.643502153678801481e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.087803097678056496e-01j)  (0.000000000000000000e+00+1.010919487588715082e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-3.061418514921592782e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+2.108904688173093511e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+3.094546907890613485e-03j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-1.805857383588824971e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-1.245077368661301698e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+1.209732754388513909e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-1.107784570448858696e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+1.143129184721646485e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+7.488187209680381429e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-1.502140857161439857e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+9.958235420643295477e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.425014058709278608e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.168084302808936492e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+7.644044575733233149e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+2.157079587439021326e-02j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+1.382109049361223141e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+4.119539331962746576e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+5.821418500776960769e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-3.527280649224702191e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.706091784748533513e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+1.487466972408766575e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-8.223141838809716608e-01j)  (0.000000000000000000e+00+4.702527617641265312e-02j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-7.121780647042077472e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-1.041914818275532228e+00j)  (0.000000000000000000e+00-1.618871686785250841e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+6.390866200074161174e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+2.021699885053366952e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-9.923590883612174243e-03j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.001257585978197362e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+1.688383459842160539e+00j)  (0.000000000000000000e+00+3.227977170196487666e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
 (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+2.148468768183100064e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00+4.701466734698963035e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-2.231550528910999365e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-3.870649127419972246e-01j)  (0.000000000000000000e+00-0.000000000000000000e+00j)  (0.000000000000000000e+00-0.000000000000000000e+00j)
