9.9999998735789e-01	1.5901010624933e-04	1.5040881998126e-13	2.1033938838863e-34
9.8604979760679e-01	2.8546748080697e-02	-1.8451331230212e-02	-1.6294302129722e-01
9.7794381234306e-01	-1.3720948141936e-01	-1.5348856625925e-01	3.5223829096573e-02
9.7118390710309e-01	1.2266131525049e-01	6.7838336792163e-02	1.9275367800968e-01
9.6502469127406e-01	-8.2267729618170e-02	2.2402258783852e-01	-1.0850458991679e-01
9.5930946563092e-01	2.4223287605872e-01	-7.7545335552064e-02	-1.2261852976349e-01
9.5404513144420e-01	8.8463693933235e-03	-2.3352669810067e-01	1.8757641160436e-01
9.4917381739551e-01	-2.5149283304671e-01	1.3439203256168e-01	1.3326365176187e-01
9.4435892538575e-01	1.2261919552583e-01	1.8917910359963e-01	-2.3950369453123e-01
9.3969682175990e-01	-1.5588794358187e-01	-2.5858482687326e-01	-1.6063224934954e-01
9.3530546851756e-01	2.5322574455585e-01	-1.0594518847421e-01	2.2328461634076e-01
9.3120215941780e-01	-4.1023336720738e-02	3.4261253254066e-01	1.1745755269881e-01
9.2700788131185e-01	-3.5296961551194e-01	2.7342594079649e-02	-1.2377892009572e-01
9.2302560856137e-01	8.8720329860039e-02	-3.7231836622731e-01	-3.9133913416214e-02
9.1882061277285e-01	-2.3594788512123e-01	2.5088437725312e-03	3.1637158967496e-01
9.1523855789703e-01	2.3116647326270e-01	3.2759437880520e-01	-3.9778973755974e-02
9.1161541480861e-01	-1.0475489697103e-01	-9.2043964762062e-02	-3.8666737073976e-01
9.0772085745395e-01	3.8460060458815e-01	-1.5774974933045e-01	5.6923075107284e-02
9.0430740593753e-01	3.7690874392042e-02	1.8848946681969e-01	3.8115513174050e-01
9.0065458382006e-01	-3.2157103606851e-01	2.4574102166425e-01	-1.5819209739163e-01
8.9725520464573e-01	1.9048504175847e-01	-2.5193780422953e-01	-3.0850589848887e-01
8.9381373730056e-01	-1.7802466959961e-01	-2.8746761164416e-01	2.9456169520553e-01
8.9042458482425e-01	3.5253624598845e-01	2.2732517332031e-01	1.7659422295145e-01
8.8692341451373e-01	-2.4929964035523e-02	2.4014600896836e-01	-3.9379594723292e-01
8.8378801363545e-01	-4.1280297463511e-01	-1.9975184753561e-01	-9.2798978942738e-02
8.8053539306895e-01	1.3712271185298e-01	-1.4362332343978e-01	4.3038020913037e-01
8.7716997797083e-01	-2.5893852013618e-01	3.9555668693727e-01	8.4015355474808e-02
8.7415197254643e-01	3.0714841842578e-01	3.6265450625672e-02	-3.7443690395397e-01
8.7086793766804e-01	-9.6403052506224e-02	-4.8190646174247e-01	7.8516711691447e-03
8.6749814845296e-01	4.8529893245648e-01	1.4056721657887e-02	1.0832505325883e-01
8.6469788352764e-01	7.3829646633244e-02	4.8237760377666e-01	-1.1898991921802e-01
8.6181263311694e-01	-3.4555442006777e-01	-1.2891097702139e-01	-3.4821414126232e-01
8.5880740942600e-01	2.5118392174641e-01	-3.9861381677636e-01	2.0115540272656e-01
8.5583138364587e-01	-1.7489298728264e-01	2.6682932086605e-01	4.0714518208166e-01
8.5288419518437e-01	4.3514547961526e-01	2.2198103776378e-01	-1.8428613634352e-01
8.4996260317724e-01	2.6482071640958e-03	-3.8001623600939e-01	-3.6488932646523e-01
8.4706847267135e-01	-4.3762324648406e-01	-1.8308759930148e-01	2.3966607545706e-01
