9.9973486516807e-01	2.3026057632420e-02	6.1059766331003e-06	1.1967385693366e-13
8.2228318786238e-01	8.0979956252122e-02	-5.8746234334769e-02	-5.6021557064738e-01
7.7503587461699e-01	-4.3008097566812e-01	-4.5025409460246e-01	1.0780073153157e-01
7.3770007075794e-01	3.3525623257393e-01	2.0888492586745e-01	5.4751159975786e-01
6.7430431313827e-01	-2.7820539804155e-01	6.1801677585340e-01	-2.9320763043865e-01
5.6136194889521e-01	7.2057918217931e-01	-2.2037200856236e-01	-3.4216163195859e-01
5.1241964038471e-01	4.9236556412326e-02	-6.5992366273977e-01	5.4726833730519e-01
5.3335758186141e-01	-6.8356880546512e-01	3.7162620417550e-01	3.3189959692059e-01
3.9643895186411e-01	3.8735101260043e-01	4.8026916514286e-01	-6.7980650151001e-01
3.6350955390993e-01	-4.4064805272838e-01	-6.9312562064720e-01	-4.3962139602767e-01
3.4505421153042e-01	6.2569747695410e-01	-2.9522870855118e-01	6.3425568037313e-01
2.8066670550371e-01	-1.0417851247167e-01	9.0404664244497e-01	3.0507819693460e-01
2.9333831423287e-01	-9.0913990772529e-01	5.7102250588195e-02	-2.9009756042069e-01
1.9859028494359e-01	2.4705399400135e-01	-9.4705437784086e-01	-5.1129523628343e-02
1.0713117012817e-01	-5.5056085352782e-01	-9.9293346515428e-03	8.2783275319539e-01
1.2931519700997e-01	5.4078923405341e-01	8.2299089899550e-01	-1.1623495311124e-01
6.0651675510251e-02	-2.4720043602541e-01	-2.2211346012301e-01	-9.4121141595225e-01
-3.1566891872274e-02	9.2680496228319e-01	-3.5594158781441e-01	1.1550618723225e-01
-1.8694544919376e-02	8.6577108227196e-02	4.4475487915252e-01	8.9126203542578e-01
-7.7330604227410e-02	-6.9531577415538e-01	5.9273585492385e-01	-3.9902400698232e-01
-8.2357781244365e-02	4.0114341263119e-01	-5.9248031733347e-01	-6.9373498682389e-01
-1.5640164614123e-01	-3.7704053875836e-01	-6.4040960649753e-01	6.5058012044851e-01
-1.5920673113794e-01	7.2205354830106e-01	5.2272032406309e-01	4.2432929778369e-01
-2.2739503659945e-01	-6.3915187916913e-02	5.1284626053226e-01	-8.2534541807752e-01
-2.1824639512916e-01	-8.6861011715312e-01	-4.0918444810162e-01	-1.7450805948190e-01
-3.1426822896424e-01	2.6710995463469e-01	-2.9111965505502e-01	8.6321324065342e-01
-3.4159507498041e-01	-5.1382033638847e-01	7.6248486895508e-01	1.9472619566284e-01
-4.6945185434371e-01	5.7412034965318e-01	9.5830026540904e-02	-6.6394080050900e-01
-4.5763123775696e-01	-2.0589983942872e-01	-8.6420735531928e-01	-3.6394413916379e-02
-5.8008886635815e-01	8.0162483238054e-01	1.7095272206809e-02	1.4353496753880e-01
-6.1324791663144e-01	1.5588782306338e-01	7.5320238624965e-01	-1.7975579188328e-01
-6.9920339614457e-01	-4.5748690168007e-01	-1.7449891337148e-01	-5.2093231311107e-01
-7.4016920305066e-01	3.5047169363452e-01	-5.1433973683247e-01	2.5450693100859e-01
-8.0395655419547e-01	-1.9212938296424e-01	2.9489774832429e-01	4.7934901397750e-01
