0	9.259486899076137e-01	2.538391113281250e-01
1	9.075081477463582e-01	3.082275390625000e-01
2	9.028861587426147e-01	3.156799316406250e-01
3	9.003064781659303e-01	3.114990234375000e-01
4	8.996340318707392e-01	3.052795410156250e-01
5	8.994037525973497e-01	3.009521484375000e-01
6	8.982764486440834e-01	2.943908691406250e-01
7	8.998699593228551e-01	2.883361816406250e-01
8	8.996571559270170e-01	2.857727050781250e-01
9	8.978392129363256e-01	2.801147460937500e-01
10	8.987140641505539e-01	2.774108886718750e-01
11	8.990283700634265e-01	2.728759765625000e-01
12	8.976187888022861e-01	2.719909667968750e-01
13	8.986287429537976e-01	2.693115234375000e-01
14	8.989942259492851e-01	2.661132812500000e-01
15	8.989933507030557e-01	2.645446777343750e-01
16	8.983653890521589e-01	2.598937988281250e-01
17	8.994212366440061e-01	2.596984863281250e-01
18	8.980076890601311e-01	2.565429687500000e-01
19	8.994185701122938e-01	2.575317382812500e-01
20	8.975604861679175e-01	2.571228027343750e-01
21	8.982815647812981e-01	2.552795410156250e-01
22	8.976920097444266e-01	2.548461914062500e-01
23	8.967205917517719e-01	2.543212890625000e-01
24	8.969609687022825e-01	2.538696289062500e-01
25	8.986042694427033e-01	2.509887695312500e-01
26	8.988422168477158e-01	2.486938476562500e-01
27	8.974944912152160e-01	2.482849121093750e-01
28	8.976524319950659e-01	2.487426757812500e-01
29	8.969310989150588e-01	2.486206054687500e-01
30	8.972168598927573e-01	2.484802246093750e-01
31	8.978651608953222e-01	2.478149414062500e-01
32	8.997018463148256e-01	2.471557617187500e-01
33	8.985792580729705e-01	2.451599121093750e-01
34	8.998079327490204e-01	2.447998046875000e-01
35	8.983248002175580e-01	2.439880371093750e-01
36	8.985578880288729e-01	2.430480957031250e-01
37	8.987111596293266e-01	2.418090820312500e-01
38	8.988624465906886e-01	2.426696777343750e-01
39	8.979993924683444e-01	2.411987304687500e-01
40	8.981069454351100e-01	2.434997558593750e-01
41	8.989444453844387e-01	2.408752441406250e-01
42	8.993339032480492e-01	2.396484375000000e-01
43	8.993866266883037e-01	2.400329589843750e-01
44	8.995122019701408e-01	2.391845703125000e-01
45	8.996144967007185e-01	2.394348144531250e-01
46	8.983443690859407e-01	2.400573730468750e-01
47	8.990505216845289e-01	2.410034179687500e-01
48	8.977174705893063e-01	2.421936035156250e-01
49	8.977038026597818e-01	2.412658691406250e-01
50	8.991072805544581e-01	2.401367187500000e-01
51	8.986465690093249e-01	2.386047363281250e-01
52	8.991155450361088e-01	2.390563964843750e-01
53	8.979987092612619e-01	2.397888183593750e-01
54	8.976905626461784e-01	2.399108886718750e-01
55	8.979618249662944e-01	2.384155273437500e-01
56	8.985073140701522e-01	2.373962402343750e-01
57	8.978910883990876e-01	2.393005371093750e-01
58	8.976460660533871e-01	2.391723632812500e-01
59	8.981327474901047e-01	2.391845703125000e-01
60	8.988568785848527e-01	2.377807617187500e-01
61	8.986515069659428e-01	2.383117675781250e-01
62	8.981266592885092e-01	2.377990722656250e-01
63	8.984659135177573e-01	2.396057128906250e-01
64	8.987935494209754e-01	2.392517089843750e-01
65	8.993063929205002e-01	2.386169433593750e-01
66	8.967649063238231e-01	2.373840332031250e-01
67	8.970349868183404e-01	2.361083984375000e-01
68	8.983664909096126e-01	2.379394531250000e-01
69	8.980018320043551e-01	2.358825683593750e-01
70	8.990551420012105e-01	2.385681152343750e-01
71	8.977258335029058e-01	2.363403320312500e-01
72	8.973265756644397e-01	2.372497558593750e-01
73	8.986667002746778e-01	2.365844726562500e-01
74	8.987107003597687e-01	2.353454589843750e-01
75	8.986648944552029e-01	2.347290039062500e-01
76	8.994865059636119e-01	2.382812500000000e-01
77	8.979888939803807e-01	2.343627929687500e-01
78	8.986971818688306e-01	2.349609375000000e-01
79	8.990375355226572e-01	2.350524902343750e-01
80	8.977349063979320e-01	2.364990234375000e-01
81	8.978275636109000e-01	2.370788574218750e-01
82	8.993785801891853e-01	2.365112304687500e-01
83	8.983289301148440e-01	2.350036621093750e-01
84	8.980604441342708e-01	2.354736328125000e-01
85	8.980339717565872e-01	2.376525878906250e-01
86	8.974239599816850e-01	2.341247558593750e-01
