0	9.362740874251539e-01	4.548217773437500e-01
1	9.243022886754431e-01	4.657714843750000e-01
2	9.228846173827003e-01	4.485168457031250e-01
3	9.213199303440603e-01	4.339111328125000e-01
4	9.222847518568961e-01	4.202758789062500e-01
5	9.208709920597550e-01	4.113647460937500e-01
6	9.208672315597294e-01	4.031311035156250e-01
7	9.213925064126238e-01	4.008300781250000e-01
8	9.201962938428040e-01	3.985412597656250e-01
9	9.202796799097505e-01	3.912353515625000e-01
10	9.198803002779629e-01	3.895935058593750e-01
11	9.205378581148372e-01	3.863830566406250e-01
12	9.202938313123504e-01	3.812622070312500e-01
13	9.200667976026885e-01	3.853576660156250e-01
14	9.202055606908615e-01	3.826293945312500e-01
15	9.194573731742239e-01	3.805664062500000e-01
16	9.201761461988199e-01	3.769531250000000e-01
17	9.204222484869410e-01	3.750000000000000e-01
18	9.213231360940320e-01	3.736999511718750e-01
19	9.202490721366728e-01	3.744873046875000e-01
20	9.207990999687369e-01	3.746826171875000e-01
21	9.207610991572830e-01	3.736816406250000e-01
22	9.203803357619359e-01	3.741638183593750e-01
23	9.208485891705679e-01	3.738891601562500e-01
24	9.209462931317995e-01	3.705322265625000e-01
25	9.212013292804174e-01	3.706481933593750e-01
26	9.202753748413413e-01	3.709594726562500e-01
27	9.200821397592863e-01	3.699951171875000e-01
28	9.194510637673688e-01	3.711425781250000e-01
29	9.210298988735152e-01	3.684570312500000e-01
30	9.210436607973093e-01	3.689270019531250e-01
31	9.200386601433100e-01	3.708374023437500e-01
32	9.214016516851805e-01	3.705322265625000e-01
33	9.205224152419889e-01	3.708740234375000e-01
34	9.208843782178145e-01	3.699707031250000e-01
35	9.213251199619562e-01	3.692565917968750e-01
36	9.210060648090791e-01	3.663330078125000e-01
37	9.223686348569174e-01	3.693298339843750e-01
38	9.205386281113074e-01	3.700073242187500e-01
39	9.205491095405463e-01	3.675354003906250e-01
40	9.204118249687302e-01	3.683288574218750e-01
41	9.216706204676690e-01	3.692077636718750e-01
42	9.206821616313848e-01	3.692382812500000e-01
43	9.208770957262665e-01	3.708496093750000e-01
44	9.208514485915372e-01	3.697143554687500e-01
45	9.208720296937454e-01	3.690612792968750e-01
46	9.207091506385616e-01	3.681579589843750e-01
47	9.218579738236516e-01	3.670349121093750e-01
48	9.212727936886687e-01	3.666564941406250e-01
49	9.204041321968336e-01	3.695983886718750e-01
50	9.216554557895092e-01	3.676879882812500e-01
51	9.207055220009025e-01	3.672973632812500e-01
52	9.215370428123469e-01	3.672790527343750e-01
53	9.212871450820628e-01	3.675231933593750e-01
54	9.204186549238537e-01	3.691528320312500e-01
